一丁点儿 (yi1,ding1,dian3,er5)
为限 (wei2,xian4)
为难 (wei2,nan2)
为非作恶 (wei2,fei1,zuo4,e4)
为非作歹 (wei2,fei1,zuo4,dai3)
为饥寒所迫 (wei2,ji1,han2,suo3,po4)
为首 (wei2,shou3)
为鬼为蜮 (wei2,gui3,wei2,yu4)
主仆 (zhu3,pu2)
主将 (zhu3,jiang4)
主干 (zhu3,gan4)
主干线 (zhu3,gan4,xian4)
主角 (zhu3,jue2)
主调 (zhu3,diao4)
丽水 (li2,shui3)
丽都 (li4,du1)
举不胜举 (ju3,bu4,sheng4,ju3)
举手相庆 (ju3,shou3,xiang1,qing4)
举措不当 (ju3,cuo4,bu4,dang4)
久要不忘 (jiu3,yao1,bu4,wang4)
义薄云天 (yi4,bo2,yun2,tian1)
乌头白马生角 (wu1,tou2,bai2,ma3,sheng1,jiao3)
乌拉 (wu4,la5)
乏累 (fa2,lei4)
乐善好施 (le4,shan4,hao4,shi1)
乐器 (yue4,pu3)
乐团 (yue4,tuan2)
乐坛 (yue4,tan2)
乐子 (le4,zi5)
乐官 (yue4,guan1)
乐山乐水 (yao4,shan1,yao4,shui3)
乐工 (yue4,gong1)
乐师 (yue4,shi1)
乐府 (yue4,fu3)
乐府诗 (yue4,fu3,shi1)
乐律 (yue4,lv4)
乐得 (le4,de5)
乐感 (yue4,gan3)
乐户 (yue4,hu4)
乐曲 (yue4,qu3)
乐歌 (yue4,ge1)
乐毅 (yue4,yi4)
乐池 (yue4,chi2)
乐清 (yue4,qing1)
乐章 (yue4,zhang1)
乐舞 (yue4,wu3)
乐谱 (yue4,qi4)
乐迷 (yue4,mi2)
乐道好古 (le4,dao4,hao3,gu3)
乐队 (yue4,dui4)
乐音 (yue4,yin1)
乘便 (cheng2,bian4)
乘兴 (cheng2,xing4)
乘势 (cheng2,shi4)
乘壶 (sheng4,hu2)
乘客 (cheng2,ke4)
乘数 (cheng2,shu4)
乘肥衣轻 (cheng2,fei2,yi4,qing1)
乘舆 (sheng4,yu2)
乘舆播越 (cheng2,yu2,bo1,yue4)
乘间伺隙 (cheng2,jian1,si4,xi4)
乘风兴浪 (cheng2,feng1,xing1,lang4)
乘风破浪 (cheng2,feng1,po4,lang4)
乜斜 (nie4,xie2)
乜斜缠帐 (nie4,xie2,chan2,zhang4)
九大行星 (jiu3,da4,hang2,xing1)
九曲回肠 (jiu3,qu1,hui2,chang2)
九死一生 (jiu3,si3,yi4,sheng1)
九牛一毛 (jiu3,niu2,yi4,mao2)
九牛拉不转 (jiu3,niu2,la1,bu4,zhuan4)
九蒸三熯 (jiu3,zheng1,san1,sheng1)
九行八业 (jiu3,hang2,ba1,ye4)
九转功成 (jiu3,zhuan4,gong1,cheng2)
九重霄 (jiu3,chong2,xiao1)
九鼎不足为重 (jiu3,ding3,bu4,zu2,wei2,zhong4)
乞降 (qi3,xiang2)
习以为常 (xi2,yi3,wei2,chang2)
习焉不察 (xi1,yan1,bu4,cha2)
乡曲 (xiang1,qu1)
书卷 (shu1,juan4)
书卷气 (shu1,juan4,qi4)
书缺有间 (shu1,que1,you3,jian4)
书背 (shu1,bei4)
买得起 (mai3,de5,qi3)
买椟还珠 (mai3,du2,huan2,zhu1)
乱七八糟 (luan4,qi1,ba1,zao4)
乱作胡为 (luan4,zuo4,hu2,wei2)
乱哄哄 (luan4,hong3,hong3)
乱成一团 (luan4,cheng2,yi4,tuan2)
乱箭攒心 (luan4,jian4,cuan2,xin1)
乳晕 (ru3,yun4)
乳臭 (ru3,xiu4)
乳臭未除 (ru3,chou4,wei4,chu2)
了不可见 (liao3,bu4,ke3,jian4)
了不得 (liao3,bu4,de2)
了不起 (liao3,bu4,qi3)
了不长进 (liao3,bu4,zhang3,jin3)
了了 (liao3,liao3)
了了可见 (liao3,liao3,ke3,jian4)
了事 (liao3,shi4)
了却 (liao3,que4)
了如指掌 (liao3,ru2,zhi3,zhang3)
了局 (liao3,ju2)
了当 (liao3,dang4)
了得 (liao3,de2)
了悟 (liao3,wu4)
了断 (liao3,duan4)
了无 (liao3,wu2)
了无惧色 (liao3,wu2,ju4,se4)
了望台 (liao4,wang4,tai2)
了然 (liao3,ran2)
了然于胸 (liao3,ran2,yu2,xiong1)
了然无闻 (le5,ran2,wu2,wen2)
了结 (liao3,jie2)
了若指掌 (liao3,ruo4,zhi3,zhang3)
了解 (liao3,jie3)
了账 (liao3,zhang4)
了身达命 (liao3,shen1,da2,ming4)
予人口实 (yu3,ren2,kou3,shi2)
予以 (yu3,yi3)
予取予求 (yu2,qu3,yu2,qiu2)
予夺生杀 (yu3,duo2,sheng1,sha1)
予齿去角 (yu3,chi3,qu4,jiao3)
争得 (zheng1,de5)
事与心违 (shi4,yu4,xin1,wei2)
事假 (shi4,jia4)
事危累卵 (shi4,wei1,lei4,luan3)
事后诸葛亮 (shi4,hou4,zhu1,ge2,liang4)
事在人为 (shi4,zai4,ren2,wei2)
二万五千里长征 (er4,wan4,wu3,qian1,li3,chang2,zheng1)
二人转 (er4,ren2,zhuan4)
二十八宿 (er4,shi2,ba1,xiu4)
二竖为虐 (er4,shu4,wei2,nve4)
二重 (er4,chong2)
二重奏 (er4,chong2,zou4)
二重性 (er4,chong2,xing4)
二重根 (er4,chong2,gen1)
于今为烈 (yu2,jin1,wei2,lie4)
于家为国 (yu2,jia1,wei2,guo2)
于思 (yu2,sai1)
亏得 (kui1,de5)
亏累 (kui1,lei3)
云兴霞蔚 (yun2,xing1,xia2,wei4)
云屯席卷 (yun2,tun2,xi2,juan3)
云朝雨暮 (yun2,zhao1,yu3,mu4)
云泥之差 (yun2,ni2,zhi1,cha1)
互为因果 (hu4,wei2,yin1,guo4)
互为表里 (hu4,wei2,biao3,li3)
互见 (hu4,xian4)
五侯七贵 (wu3,hou4,qi1,gui4)
五侯蜡烛 (wu3,hou4,la4,zhu2)
五斗折腰 (wu3,dou3,zhe2,yao1)
五斗柜 (wu3,dou3,gui4)
五斗橱 (wu3,dou3,chu2)
五方杂处 (wu3,fang1,za2,chu3)
五更 (wu3,geng1)
五石六鹢 (wu3,shi2,liu4,yi1)
五羖大夫 (wu3,gu3,da4,fu1)
五脊六兽 (wu3,ji2,liu4,shou4)
五色相宣 (wu3,se4,xiang1,xuan1)
五行八作 (wu3,hang2,ba1,zuo4)
五行并下 (wu3,hang2,bing4,xia4)
五行生克 (wu3,hang2,sheng1,ke4)
五金行 (wu3,jin1,hang2)
五陵年少 (wu3,ling2,nian2,shao4)
井底虾蟆 (jing3,di3,xia1,ma2)
井底蛤蟆 (jing3,di3,ha2,ma2)
亘古奇闻 (gen4,gu3,qi1,wen2)
亚得里亚海 (ya4,de5,li3,ya4,hai3)
亚肩叠背 (ya4,jian1,die2,bei4)
亚肩迭背 (ya4,jian1,die2,bei4)
亡国大夫 (wang2,guo2,da4,fu1)
亡魂失魄 (wang2,hun2,shi1,hun2)
交卷 (jiao1,juan4)
交响乐 (jiao1,xiang3,yue4)
交差 (jiao1,chai1)
交恶 (jiao1,wu4)
交白卷 (jiao1,bai2,juan4)
交行 (jiao1,hang2)
交还 (jiao1,huan2)
交通梗塞 (jiao1,tong1,geng3,se4)
产假 (chan3,jia4)
京片子 (jing1,pian4,zi5)
京都 (jing1,du1)
亭子 (ting2,zi5)
亮相 (liang4,xiang4)
亲切 (qin1,qie4)
亲家 (qing4,jia1)
亲密无间 (qin1,mi4,wu2,jian4)
亹亹不倦 (tan1,wei3,bu4,juan4)
人不可以貌相 (ren2,bu4,ke3,yi3,mao4,xiang4)
人不可貌相 (ren2,bu4,ke3,mao4,xiang4)
人中狮子 (ren2,zhong1,shi1,zi3)
人为 (ren2,wei2)
人为刀俎 (ren2,wei2,dao1,zu3)
人事不省 (ren2,shi4,bu4,xing3)
人们 (ren2,men5)
人参 (ren2,shen1)
人口总数 (ren2,kou3,zong3,shu4)
人多阙少 (ren2,duo1,que4,shao3)
人心向背 (ren2,xin1,xiang4,bei4)
人才难得 (ren2,cai2,cai2,de2)
人数 (ren2,shu4)
人数众多 (ren2,shu4,zhong4,duo1)
人模狗样 (ren2,mu2,gou3,yang4)
人涉卬否 (ren2,she4,ang2,fou3)
人满为患 (ren2,man3,wei2,huan4)
人生朝露 (ren2,sheng1,chao2,lu4)
人生自古谁无死 (ren2,sheng1,zi4,gu3,shei2,wu2,si3)
人给家足 (ren2,ji3,jia1,zu2)
人自为战 (ren2,zi4,wei2,zhan4)
人自为政 (ren2,zi4,wei2,zheng4)
人行道 (ren2,xing2,dao4)
人言藉藉 (ren2,yan2,ji2,ji2)
人足家给 (ren2,zu2,jia1,ji3)
人轧人 (ren2,ga2,ren2)
什么 (shen2,me5)
什件儿 (shi2,jian4,er2)
什伍东西 (shi2,wu3,dong1,xi1)
什围伍攻 (shi2,wei2,wu3,gong1)
什物 (shi2,wu4)
什袭以藏 (shi2,xi2,yi3,cang2)
什袭珍藏 (shi2,xi2,zhen1,cang2)
什袭而藏 (shi2,xi1,er2,cang2)
什锦 (shi2,jin3)
仆人 (pu2,ren2)
仆仆亟拜 (pu2,pu2,ji2,bai4)
仆仆道途 (pu2,pu2,dao4,tu2)
仆仆风尘 (pu2,pu2,feng1,chen2)
仆从 (pu2,cong2)
仆妇 (pu2,fu4)
仆役 (pu2,yi4)
仇姓 (qiu2,xing4)
今朝 (jin1,zhao1)
今朝有酒今朝醉 (jin1,zhao1,you3,jiu3,jin1,zhao1,zui4)
从一而终 (cong2,yi4,er2,zhong1)
从从容容 (cong1,cong1,rong2,rong2)
从俗就简 (cong2,su2,jiu4,jia3)
从容不迫 (cong1,rong2,bu2,po4)
从容自在 (cong1,rong2,zi4,zai4)
从容自若 (cong1,rong2,zi4,ruo4)
仓卒 (cang1,cu4)
仓卒主人 (cang1,cu4,zhu3,ren2)
仓卒之际 (cang1,cu4,zhi1,ji4)
仔猪 (zai3,zhu1)
仔鸡 (zai3,ji1)
他们 (ta1,men5)
他们俩 (ta1,men1,lia3)
他们的 (ta1,men5,de5)
他们自己 (ta1,men5,zi4,ji3)
他们自己的 (ta1,men5,zi4,ji3,de5)
他处 (ta1,chu3)
付之一炬 (fu4,zhi1,yi2,ju4)
仙露明珠 (xian1,lu4,ming2,zhu1)
仡佬族 (ge1,lao3,zu2)
代为 (dai4,wei2)
代为说项 (dai4,wei2,shuo1,xiang4)
代人说项 (dai4,ren2,shuo1,xiang4)
代数 (dai4,shu4)
代数和 (dai4,shu4,he2)
代数式 (dai4,shu4,shi4)
代数方程 (dai4,shu4,fang1,cheng2)
令人发指 (ling4,ren2,fa4,zhi3)
令人捧腹 (ling4,ren2,peng3,fu3)
令原之戚 (ling2,yuan2,zhi1,qi1)
令狐 (ling2,hu2)
以一当十 (yi3,yi1,dang4,shi2)
以不济可 (yi3,fou3,ji4,ke3)
以为 (yi3,wei2)
以书为御 (yi3,shu1,wei2,yu4)
以人为鉴 (yi3,ren2,wei2,jian4)
以人为镜 (yi3,ren2,wei2,jing4)
以冠补履 (yi3,guan1,bu3,lv3)
以利累形 (yi3,li4,lei3,xing2)
以升量石 (yi3,sheng1,liang2,dan4)
以古为鉴 (yi3,gu3,wei2,jian4)
以古为镜 (yi3,gu3,wei2,jing4)
以夜继朝 (yi3,ye4,ji4,zhao1)
以大恶细 (yi3,da4,wu4,xi4)
以天下为己任 (yi3,tian1,xia4,wei2,ji3,ren4)
以守为攻 (yi3,shou3,wei2,gong1)
以宫笑角 (yi3,gong1,xiao4,jue2)
以己度人 (yi3,ji3,duo2,ren2)
以微知着 (yi3,wei1,zhi1,zhu4)
以忍为阍 (yi3,ren3,wei2,hun1)
以意为之 (yi3,yi4,wei2,zhi1)
以慎为键 (yi3,shen4,wei2,jian4)
以攻为守 (yi3,gong1,wei2,shou3)
以日为年 (yi3,ri4,wei2,nian2)
以毁为罚 (yi3,hui3,wei2,fa2)
以毛相马 (yi3,mao2,xiang4,ma3)
以水洗血 (yi3,shui3,xi3,xue4)
以水济水 (yi3,shui3,ji3,shui3)
以法为教 (yi3,fa3,wei2,jiao4)
以泽量尸 (yi3,ze2,liang2,shi1)
以牙还牙 (yi3,ya2,huan2,ya2)
以疏间亲 (yi3,shu1,jian4,qin1)
以白为黑 (yi3,bai2,wei2,hei1)
以眼还眼 (yi3,yan3,huan2,yan3)
以筌为鱼 (yi3,quan2,wei2,yu2)
以紫为朱 (yi3,zi3,wei2,zhu1)
以耳为目 (yi3,er3,wei2,mu4)
以茶当酒 (yi3,cha2,dang4,jiu3)
以蠡测海 (yi3,li2,ce4,hai3)
以血洗血 (yi3,xue4,xi3,xue4)
以规为瑱 (yi3,gui1,wei2,tian4)
以言为讳 (yi3,yan2,wei2,hui4)
以誉为赏 (yi3,yu4,wei2,shang3)
以讹传讹 (yi3,e4,chuan2,e4)
以身许国 (yi3,sheng1,xu3,guo2)
以还 (yi3,huan2)
以退为进 (yi3,tui4,wei2,jin4)
以邻为壑 (yi3,lin2,wei2,he4)
以郄视文 (yi3,xi4,shi4,wen2)
以鹿为马 (yi3,lu4,wei2,ma3)
以黑为白 (yi3,hei1,wei2,bai2)
仰不愧天 (yang3,bu4,kui4,tian1)
仰事俯畜 (yang3,shi4,fu3,xu4)
仰屋着书 (yang3,wu1,zhu4,shu1)
仰给 (yang3,ji3)
件数 (jian4,shu4)
任丘 (ren2,qiu1)
任姓 (ren2,xing4)
任达不拘 (ren4,lao2,bu4,ju1)
份子 (fen4,zi5)
仿佛 (fang3,fu2)
伏帖 (fu2,tie1)
伏瘕 (fu3,jia3)
伏而咶天 (fu2,er2,shi4,tian1)
伏虎降龙 (fu2,hu3,xiang2,long2)
休假 (xiu1,jia4)
众啄同音 (zhong4,zhou4,tong2,yin1)
众好众恶 (zhong4,hao4,zhong4,wu4)
众数 (zhong4,shu4)
众星攒月 (zhong4,xing1,cuan2,yue4)
众毛攒裘 (zhong4,mao2,cuan2,qiu2)
众生相 (zhong4,sheng1,xiang4)
众矢之的 (zhong4,shi3,zhi1,di4)
优孟衣冠 (you1,meng4,yi1,guan1)
会儿 (hui4,er5)
会计 (kuai4,ji4)
伛偻 (yu3,lv3)
传为佳话 (chuan2,wei2,jia1,hua4)
传为笑柄 (chuan2,wei2,xiao4,bing3)
传为笑谈 (chuan2,wei2,xiao4,tan2)
传为美谈 (chuan2,wei2,mei3,tan2)
传单炸弹 (chuan2,dan1,zha4,dan4)
传承 (chuan2,cheng2)
传略 (zhuan4,lve4)
传纸条 (chuan2,chi3,tiao2)
传记 (zhuan4,ji4)
传说 (chuan2,shuo1)
传问 (chuan2,wen4)
传闻 (chuan2,wen2)
传风扇火 (chuan2,feng1,shan1,huo3)
传风搧火 (chuan2,feng1,you3,huo3)
伤言扎语 (shang1,yan2,zha1,yu3)
伪君子 (wei3,jun1,zi5)
伯乐一顾 (bo1,le4,yi1,gu4)
伯乐相马 (bo2,le4,xiang4,ma3)
伯伯 (bo2,bo5)
估摸 (gu1,mo5)
估衣 (gu4,yi1)
估量 (gu1,liang5)
伸手不见五指 (shen1,shou3,bu4,jian4,wu3,zhi3)
伸曲 (shen1,qu1)
伺侯 (ci4,hou4)
伺候 (ci4,hou4)
伺机 (si4,ji1)
伺瑕导蠙 (si4,xia2,dao3,pin2)
伺瑕导隙 (si4,xia2,dao3,xi4)
伺瑕抵蠙 (si4,xia2,di3,pin2)
伺瑕抵隙 (si4,xia2,di3,xi4)
伺隙 (si4,xi4)
似的 (shi4,de5)
伽蓝 (qie2,lan2)
伽马 (ga1,ma3)
低唱浅斟 (di4,chang4,qian3,zhen1)
低唱浅酌 (di4,chang4,qian3,zhuo2)
低情曲意 (di1,qing2,qu1,yi4)
低血压 (di1,xue4,ya1)
低调 (di1,diao4)
住一宿 (zhu4,yi4,xiu3)
体己 (ti1,ji5)
体胀系数 (ti3,zhang4,xi4,shu4)
体面 (ti3,cao3)
何乐不为 (he2,le4,bu4,wei2)
何乐而不为 (he2,le4,er2,bu4,wei2)
何处 (he2,chu3)
何所不为 (he2,suo3,bu4,wei2)
何曾 (he2,zeng1)
何足为奇 (he2,zu2,wei2,qi2)
余勇可贾 (yu2,yong3,ke3,gu3)
余数 (yu2,shu4)
佛头著粪 (fo2,tou2,zhuo2,fen4)
作为 (zuo4,wei2)
作乐 (zuo4,yue4)
作兴 (zuo4,xing1)
作坊 (zuo1,fang5)
作嫁衣裳 (zuo4,jia4,yi1,shang1)
作弄 (zuo1,nong4)
作数 (zuo4,shu4)
作歹为非 (zuo4,dai3,wei2,fei1)
作浪兴风 (zuo4,lang4,xing1,feng1)
佝偻 (gou1,lou2)
佝偻着腰 (gou1,lou2,zhe5,yao1)
你们 (ni3,men5)
你们俩 (ni3,men1,lia3)
你们的 (ni3,men5,de5)
你们自己 (ni3,men5,zi4,ji3)
你们自己的 (ni3,men5,zi4,ji3,de5)
佣中佼佼 (yong4,zhong1,jiao3,jiao3)
佣人 (yong4,ren2)
佣工 (yong4,gong1)
佣金 (yong4,jin1)
佣钱 (yong4,qian2)
佳人薄命 (jia1,ren2,bo2,ming4)
佻薄 (tiao1,bo2)
使出浑身解数 (shi3,chu1,hun2,shen1,xie4,shu4)
使得 (shi3,de5)
使性子 (shi3,xing4,zi5)
使羊将狼 (shi3,yang2,jiang4,lang2)
侃大山 (kan3,tai4,shan1)
侄儿 (zhi2,er5)
侄女儿 (zhi2,nv3,er5)
侄子 (zhi2,zi5)
侉子 (kua3,zi5)
例假 (li4,jia4)
例子 (li4,zi5)
例直禁简 (li4,zhi2,jin4,jian3)
侍应生 (shi4,ying4,sheng1)
侏儒一节 (zhu1,ru3,yi1,jie2)
侏儒观戏 (zhu1,ru3,guan1,xi4)
侔色揣称 (mou2,se4,chuai3,chen4)
供不应求 (gong1,bu2,ying4,qiu2)
供人 (gong1,ren2)
供佛 (gong4,fo2)
供养 (gong4,yang3)
供品 (gong4,pin3)
供奉 (gong4,feng4)
供孩子上学 (gong1,hai2,zi5,shang4,xue2)
供应 (gong1,ying4)
供应站 (gong1,ying4,zhan4)
供料 (gong1,liao4)
供旅客休息 (gong1,lv3,ke4,xiu1,xi1)
供暖 (gong1,nuan3)
供果 (gong4,guo3)
供桌 (gong4,zhuo1)
供欣赏 (gong1,xin1,shang3)
供气 (gong1,qi4)
供水 (gong1,shui3)
供求 (gong1,qiu2)
供状 (gong4,zhuang4)
供献 (gong4,xian4)
供电 (gong1,dian4)
供给 (gong1,ji3)
供职 (gong4,zhi2)
供认 (gong4,ren4)
供认不讳 (gong4,ren4,bu2,hui4)
供词 (gong4,ci2)
供读者参考 (gong1,du2,zhe3,can1,kao3)
供过于求 (gong1,guo4,yu2,qiu2)
供销 (gong1,xiao1)
供需 (gong1,xu1)
侜张为幻 (zhou1,zhang1,wei2,huan4)
依丱附木 (yi1,kuang4,fu4,mu4)
依头缕当 (yi1,tou2,lv3,dang4)
依阿取容 (yi1,e1,qu3,rong2)
侥幸 (jiao3,xing4)
侦查 (zhen1,zha1)
侦缉 (zhen1,ji1)
侧歪 (zhai1,wai1)
侵占 (qin1,zhan1)
便了 (bian4,liao3)
便人 (pian2,ren2)
便佞 (pian2,ning4)
便嬖 (pian2,bi4)
便宜 (pian2,yi5)
便宜从事 (bian4,yu2,cong2,shi4)
便宜行事 (bian4,yi2,xing2,shi4)
便宜货 (bian4,yi2,huo4)
便当 (bian4,dang4)
便溺 (bian4,niao4)
便血 (bian4,xue4)
俏头 (qiao4,tou5)
俛拾地芥 (bi4,shi2,di4,jie4)
俛首帖耳 (ma3,shou3,tie1,er3)
保不住 (bao3,bu2,zhu4)
保得住 (bao3,de5,zhu4)
信号弹 (xin4,hao4,dan4)
信差 (xin4,chai1)
信皮儿 (xin4,pi2,er5)
俩人 (lia3,ren2)
俭不中礼 (jian3,bu4,zhong4,li3)
俭朴 (jian3,pu3)
俯首帖耳 (fu3,shou3,tie1,er3)
俺们 (an3,men5)
倍数 (bei4,shu4)
倒不 (dao4,bu4)
倒不是 (dao4,bu2,shi4)
倒不错 (dao4,bu2,cuo4)
倒也 (dao4,ye3)
倒产 (dao4,chan3)
倒仓 (dao3,cang1)
倒伏 (dao3,fu3)
倒像 (dao4,xiang4)
倒儿爷 (dao3,er5,ye2)
倒冠落佩 (dao3,guan1,luo4,pei4)
倒出 (dao4,chu1)
倒出去 (dao4,chu1,qu4)
倒出来 (dao4,chu1,lai2)
倒刺 (dao4,ci4)
倒剪 (dao4,jian3)
倒卖违禁品 (dao3,mai4,wei2,jin4,pin3)
倒卵形 (dao4,luan3,xing2)
倒卷 (dao4,juan3)
倒反 (dao4,fan3)
倒叙 (dao4,xu4)
倒吊 (dao4,diao4)
倒向 (dao4,xiang4)
倒嗓 (dao3,sang3)
倒嚼 (dao3,jiao4)
倒因为果 (dao4,yin1,wei2,guo3)
倒圈 (dao3,juan4)
倒在地上 (dao3,zai4,di4,shang5)
倒垂 (dao4,chui2)
倒垃圾 (dao4,la1,ji1)
倒头便睡 (dao4,tou2,bian4,shui4)
倒好 (dao4,hao3)
倒好儿 (dao4,hao3,er5)
倒屣相迎 (dao4,xi3,xiang1,ying2)
倒带 (dao4,dai4)
倒带键 (dao4,dai4,jian4)
倒序 (dao4,xu4)
倒序词典 (dao4,xu4,ci2,dian3)
倒彩 (dao4,cai3)
倒影 (dao4,ying3)
倒悬 (dao4,xuan2)
倒憋气 (dao4,bie1,qi4)
倒戈 (dao3,ge1)
倒打一瓦 (dao4,da3,yi1,wa3)
倒打一耙 (dao4,da3,yi4,pa2)
倒找 (dao4,zhao3)
倒抽一口冷气 (dao4,chou1,yi4,kou3,leng3,qi4)
倒持太阿 (dao4,chi2,tai4,e1)
倒持泰阿 (dao4,chi2,tai4,e1)
倒挂 (dao4,gua4)
倒接 (dao4,jie1)
倒插 (dao4,cha1)
倒插门 (dao4,cha1,men2)
倒收付息 (dao4,shou1,fu4,xi1)
倒放 (dao4,fang4)
倒数 (dao4,shu4)
倒数式 (dao4,shu4,shi4)
倒数比 (dao4,shu4,bi3)
倒数计时 (dao4,shu3,ji4,shi2)
倒映 (dao4,ying4)
倒春寒 (dao4,chun1,han2)
倒是 (dao4,shi4)
倒板 (dao3,ban3)
倒果为因 (dao4,guo3,wei2,yin1)
倒栽葱 (dao4,zai1,cong1)
倒档 (dao4,dang4)
倒欠 (dao4,qian4)
倒水 (dao4,shui3)
倒流 (dao4,liu2)
倒灌 (dao4,guan4)
倒片 (dao4,pian4)
倒片机 (dao4,pian4,ji1)
倒牌子 (dao3,pai2,zi5)
倒睫 (dao4,jie2)
倒空 (dao4,kong1)
倒立 (dao4,li4)
倒算 (dao4,suan4)
倒粪 (dao4,fen4)
倒绷孩儿 (dao4,beng1,hai2,er2)
倒置 (dao4,zhi4)
倒背如流 (dao4,bei4,ru2,liu2)
倒背手 (dao4,bei4,shou3)
倒脉冲 (dao4,mai4,chong1)
倒苦水 (dao4,ku3,shui3)
倒茶 (dao4,cha2)
倒虹吸管 (dao4,hong2,xi1,guan3)
倒血霉 (dao3,xue4,mei2)
倒行逆施 (dao4,xing2,ni4,shi1)
倒装 (dao4,zhuang1)
倒装句 (dao4,zhuang1,ju4)
倒装词序 (dao4,zhuang1,ci2,xu4)
倒裳索领 (dao4,chang2,suo3,ling3)
倒许 (dao4,xu3)
倒读数 (dao4,du2,shu4)
倒账卷逃 (dao3,zhang4,juan3,tao3)
倒贴 (dao4,tie1)
倒赔 (dao4,pei2)
倒踏门 (dao4,ta4,men2)
倒车 (dao4,che1)
倒转 (dao4,zhuan4)
倒转来说 (dao4,zhuan3,lai2,shuo1)
倒轮闸 (dao4,lun2,zha2)
倒载干戈 (dao4,zai4,gan1,ge1)
倒过儿 (dao4,guo4,er2)
倒过去 (dao4,guo4,qu4)
倒过来 (dao4,guo4,lai2)
倒退 (dao4,tui4)
倒退一步 (dao4,tui4,yi2,bu4)
倒酒 (dao4,jiu3)
倒金字塔 (dao4,jin1,zi4,ta3)
倒锁 (dao4,suo3)
倒锁上门 (dao4,suo3,shang4,men2)
倒风 (dao4,feng1)
倒飞 (dao4,fei1)
倔头倔脑 (jue4,tou5,jue4,nao3)
倔头强脑 (jue4,tou2,jiang4,nao3)
倔强 (jue2,jiang4)
倘佯 (chang2,yang2)
借尸还阳 (jie4,shi1,huan2,yang2)
借尸还魂 (jie4,shi1,huan2,hun2)
借调 (jie4,diao4)
倡条冶叶 (chang1,tiao2,ye3,ye4)
倡而不和 (chang4,er2,bu4,he4)
倥侗 (kong1,tong2)
倦鸟知还 (juan4,niao3,zhi1,huan2)
债务重组 (zhai4,wu4,chong2,zu3)
值当 (zhi2,dang4)
值得 (zhi2,de5)
值得一提 (zhi2,de2,yi4,ti2)
倾筐倒庋 (qing1,kuang1,dao4,gui3)
倾筐倒箧 (qing1,kuang1,dao4,qie4)
倾箱倒箧 (qing1,xiang1,dao3,qie4)
倾肠倒肚 (qing1,chang2,dao4,du3)
偃旗仆鼓 (yan3,qi2,pu2,gu3)
偃武兴文 (yan3,wu3,xing1,wen2)
偃革为轩 (yan3,ge2,wei2,xuan1)
假分数 (jia3,fen1,shu4)
假日 (jia4,ri4)
假期 (ja4,qi1)
假条 (jia4,tiao2)
假洋鬼子 (jia3,yang2,gui3,zi5)
偈语 (ji4,yu3)
偎干就湿 (wei1,gan4,jiu4,shi1)
偏差 (pian1,cha1)
偏裨 (pian1,pi2)
做好事 (zuo4,hao3,shi4)
做衣服 (zuo4,yi1,fu5)
停当 (ting2,dang4)
停泊 (ting2,bo2)
停留长智 (ting2,liu2,zhang3,zhi4)
健将 (jian4,jiang4)
偶一为之 (ou3,yi1,wei2,zhi1)
偷空 (tou1,kong4)
偷鸡不着蚀把米 (tou1,ji1,bu4,zhe5,shi2,ba3,mi3)
偿还 (chang2,huan2)
傍若无人 (pang2,ruo4,wu2,ren2)
傧相 (bin1,xiang4)
储备 (chu2,bei4)
储存 (chu2,cun2)
储蓄 (chu2,xu4)
储蓄银行 (chu3,xu4,yin2,hang2)
储藏 (chu2,cang2)
催泪弹 (cui1,lei4,dan4)
催泪炸弹 (cui1,lei4,zha4,dan4)
傲不可长 (ao4,bu4,ke3,zhang3)
像煞有介事 (xiang4,sha4,you3,jie4,shi4)
僬侥 (jiao1,yao2)
僮仆 (tong2,pu2)
儋石之储 (dan4,shi2,zhi1,chu3)
儒将 (ru2,jiang4)
儗不于伦 (li3,bu4,yu2,lun2)
儿女成行 (er2,nv3,cheng2,hang2)
儿媳妇儿 (er2,xi2,fu5,er5)
儿子 (er2,zi5)
兀秃 (wu1,tu1)
允当 (yun3,dang4)
兄死弟及 (xiong1,fei2,di4,ji2)
兄长 (xiong1,zhang3)
充分 (chong1,fen4)
充塞 (chong1,se4)
充数 (chong1,shu4)
充血 (chong1,xue4)
兆头 (zhao4,tou5)
兆载永劫 (zhao4,zai3,yong3,jie2)
先下手为强 (xian1,xia4,shou3,wei2,qiang2)
先入为主 (xian1,ru4,wei2,zhu3)
先睹为快 (xian1,du3,wei2,kuai4)
光晕 (guang1,yun4)
光杆 (guang1,gan3)
光杆儿 (guang1,gan3,er2)
光栅 (guang1,shan1)
克什米尔 (ke4,shi2,mi3,er3)
克分子 (ke4,fen4,zi3)
免冠 (mian3,guan1)
免得 (mian3,de5)
免服 (wen4,fu2)
免袒 (wen4,tan3)
免麻 (wen4,ma2)
兔丝燕麦 (tu4,si1,yan4,mai4)
兔头麞脑 (tu4,tou2,suo1,nao3)
兔子 (tu4,zi5)
兔葵燕麦 (tu4,kui2,yan4,mai4)
兔角龟毛 (tu5,jiao4,gui4,mao4)
兔起鹘落 (tu4,qi3,hu2,luo4)
党参 (dang3,shen1)
党禁 (dang3,jin4)
党豺为虐 (dang3,chai2,wei2,nve4)
兜肚连肠 (dou1,du3,lian2,chang2)
兢兢干干 (jing1,jing1,gan4,gan4)
